"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario quiero navegar al modulo buzz","dar like, comentar y compartir post","SUCCESS","2021-10-24T22:39:46.302-05:00[America/Bogota]","0.0","18.67"
